time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-07 11:00:00,noise_5,28.05121517402682,25.620713265014654,2.4305019090121647
2024-09-07 11:10:00,noise_5,28.430590566915843,26.09430560534351,2.336284961572332
2024-09-07 11:20:00,noise_5,29.094343358044515,26.724109294517614,2.370234063526901
2024-09-07 11:30:00,noise_5,28.785493702773294,27.017848425922633,1.7676452768506614
2024-09-07 11:40:00,noise_5,27.973285844784282,25.95459112920632,2.0186947155779613
2024-09-07 11:50:00,noise_5,29.508954019388263,26.5870311854265,2.9219228339617622
2024-09-07 12:00:00,noise_5,29.310717244289798,26.538632991427416,2.7720842528623812
2024-09-07 12:10:00,noise_5,28.674716457673984,26.55323229811812,2.1214841595558624
2024-09-07 12:20:00,noise_5,28.6583395772373,27.16907961616886,1.4892599610684378
2024-09-07 12:30:00,noise_5,28.90722867286919,27.427861565529035,1.4793671073401562
2024-09-07 12:40:00,noise_5,29.49253601547036,27.66419865408505,1.8283373613853087
2024-09-07 12:50:00,noise_5,29.313757987689417,27.755306424122498,1.5584515635669192
2024-09-07 13:00:00,noise_5,29.894916742904307,28.33339819900364,1.561518543900668
2024-09-07 13:10:00,noise_5,30.64139288681784,28.004629258551862,2.636763628265978
2024-09-07 13:20:00,noise_5,32.670635845359875,27.637226854975303,5.033408990384572
2024-09-07 13:30:00,noise_5,32.584106237091156,28.715604244170784,3.868501992920372
2024-09-07 13:40:00,noise_5,32.03885487797583,28.41889361008378,3.619961267892048
2024-09-07 13:50:00,noise_5,31.60139761730156,28.49452214598455,3.106875471317011
2024-09-07 14:00:00,noise_5,30.431008782520713,27.818791415919577,2.6122173666011363
2024-09-07 14:10:00,noise_5,30.238867847167995,27.347704080509878,2.891163766658117
2024-09-07 14:20:00,noise_5,30.732492167663395,27.036883947588127,3.6956082200752682
2024-09-07 14:30:00,noise_5,32.76331630407642,27.163017538713714,5.600298765362705
2024-09-07 14:40:00,noise_5,32.74532733559295,28.13374743412738,4.611579901465568
2024-09-07 14:50:00,noise_5,33.70727623671758,28.260935851141273,5.44634038557631
2024-09-07 15:00:00,noise_5,33.672728931303105,27.733362994208886,5.93936593709422
2024-09-07 15:10:00,noise_5,32.60937820426668,27.510211714084306,5.099166490182377
2024-09-07 15:20:00,noise_5,32.90376355052403,27.407866760575683,5.49589678994835
2024-09-07 15:30:00,noise_5,31.616795229588377,27.149211217267087,4.467584012321289
2024-09-07 15:40:00,noise_5,31.004442795172746,26.81821108028222,4.186231714890525
2024-09-07 15:50:00,noise_5,31.417150466507316,26.701615198743596,4.71553526776372
2024-09-07 16:00:00,noise_5,30.210342671605904,26.7982808656048,3.4120618060011054
2024-09-07 16:10:00,noise_5,30.04947718539503,26.544925407463253,3.504551777931777
2024-09-07 16:20:00,noise_5,30.402945661630156,25.911481134717665,4.491464526912491
2024-09-07 16:30:00,noise_5,29.542359270752115,25.999746601593177,3.542612669158938
2024-09-07 16:40:00,noise_5,28.90547930341266,25.616442403422223,3.2890368999904354
2024-09-07 16:50:00,noise_5,28.036955708755997,24.884208420267598,3.152747288488399
2024-09-07 17:00:00,noise_5,27.93643468576151,25.562945251622768,2.3734894341387403
2024-09-07 17:10:00,noise_5,27.69455123541414,24.8768079429843,2.8177432924298387
2024-09-07 17:20:00,noise_5,27.68833655505833,24.12901071020431,3.5593258448540226
2024-09-07 17:30:00,noise_5,27.403571996352387,24.33111170386797,3.0724602924844184
2024-09-07 17:40:00,noise_5,27.32412729007973,24.48841988745913,2.8357074026205993
2024-09-07 17:50:00,noise_5,27.34296901691846,24.16372993523332,3.1792390816851395
2024-09-07 18:00:00,noise_5,27.03861988558524,24.29446986544078,2.7441500201444597
2024-09-07 18:10:00,noise_5,26.720398033019222,24.32979204472991,2.3906059882893125
